Corrected.Collector.Collection.Number,Collector.Collection.Number,Collector,Collection.Number,Occupancy.Adults,Occupancy.Seedling,Observation,Phenotypic.group,Cuatrecasas.Taxa,Pineda.Group,Species.Taxa.Assignment.For.Occupancy.Analysis,Comment.Species.Taxa.Assignment.For.Occupancy.Analysis,Longitude,Latitude,Altitude,Length.Lamina.1,Length.Lamina.2,Length.Lamina.3,Width.Lamina.1,Width.Lamina.2,Width.Lamina.3,Length.Synflorescence.Axis.1,Length.Synflorescence.Axis.2,Length.Synflorescence.Axis.3,Perimeter.Synflorescence.Axis.1,Perimeter.Synflorescence.Axis.2,Perimeter.Synflorescence.Axis.3,Number.Pairs.Sterile.Leaves.Per.Synflorescence.1,Number.Pairs.Sterile.Leaves.Per.Synflorescence.2,Number.Pairs.Sterile.Leaves.Per.Synflorescence.3,Number.Capitula.Per.Synflorescence.1,Number.Capitula.Per.Synflorescence.2,Number.Capitula.Per.Synflorescence.3,Length.Cyme.Peduncle.Center.1,Length.Cyme.Peduncle.Center.2,Length.Cyme.Peduncle.Axial.1,Length.Cyme.Peduncle.Axial.2,Length.Cyme.Peduncle.Axial.3,Length.Cyme.Peduncle.Axial.4,Infructescence.Diameter.Capitulum.1,Infructescence.Diameter.Capitulum.2,Infructescence.Diameter.Capitulum.3,Infructescence.Diameter.Capitulum.4,Inflorescence.Diameter.Capitulum.1,Inflorescence.Diameter.Capitulum.2,Inflorescence.Diameter.Capitulum.3,Inflorescence.Diameter.Capitulum.4,Length.Sterile.Phyllary.1,Length.Sterile.Phyllary.2,Length.Sterile.Phyllary.3,Width.Sterile.Phyllary.1,Width.Sterile.Phyllary.2,Width.Sterile.Phyllary.3,Length.Ray.Flower.Corolla.1,Length.Ray.Flower.Corolla.2,Length.Ray.Flower.Corolla.3,Length.Disc.Flower.Corolla.1,Length.Disc.Flower.Corolla.2,Length.Disc.Flower.Corolla.3,Length.Disc.Flower.Tube.1,Length.Disc.Flower.Tube.2,Length.Disc.Flower.Tube.3,Is.Seedling,DNA.Sample,Type.Taxa,Cited.Cuatrecasas.Monograph.Taxa
YAM_271,Y_271,Pineda Yam,271,No,No,,Not present,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_272,Y_272,Pineda Yam,272,No,No,,Not present,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YAM_273,Y_273,Pineda Yam,273,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23139,4.21471,3811,NA,NA,NA,3.916,4.098,3.826,60,70,72,1.8,1.5,2.3,2,2,NA,16,11,11,1.44,2.22,0.76,0.3,1.11,1.14,NA,NA,NA,NA,1.45,1.71,1.55,1.68,13.23,12.11,13.01,5.62,6.91,8,12.8,13.88,13.89,6.33,8.29,8.74,2.96,2.6,2.61,NO,NA,NA,NA
YAM_274,Y_274,Pineda Yam,274,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_275,Y_275,Pineda Yam,275,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.23139,4.21471,3811,NA,NA,NA,3.761,3.506,3.557,71,70,74,4.5,4.1,4.2,0,0,NA,8,7,8,8.94,8.5,7.16,7.5,6,5.9,4.05,3.32,3.45,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_276,Y_276,Pineda Yam,276,No,Yes,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_277,Y_277,Pineda Yam,277,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23139,4.21471,3811,NA,NA,NA,4.079,3.635,4.167,57,61,60,3,2,3,0,1,NA,20,15,23,4.13,5.03,3.07,3.17,3.83,4.12,1.97,1.64,1.73,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_278,Y_278,Pineda Yam,278,No,No,,Not present,NotFound,Tres.Escapos,complejo_sin_bracteas,E. cabrerensis?,-74.23139,4.21471,3810,NA,NA,NA,4.615,4.385,4.154,99,110,NA,2.5,3,2.5,0,0,NA,30,20,18,2.07,4.56,1.63,1.87,3.51,3.3,1.88,2.04,1.77,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_279,Y_279,Pineda Yam,279,No,No,,Not present,NA,NA,NA,,-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_280,Y_280,Pineda Yam,280,No,No,,Not present,E. summapacis,E. summapacis,E. summapacis,,-74.23139,4.21471,3811,NA,NA,NA,4.21,4.781,4.446,64,66.5,62,2,2.1,2.1,0,0,NA,3,3,3,10.5,12.5,6,7,10,10,3.66,3.1,3.38,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_281,Y_281,Pineda Yam,281,No,No,,Not present,NA,NA,NA,,-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_282,Y_282,Pineda Yam,282,No,No,,Not present,E. cabrerensis,E. cabrerensis,E. cabrerensis,,-74.28613,4.23301,3493,NA,NA,NA,5.343,5.565,5.629,100,99,112,1.9,2.1,1.9,0,0,NA,18,7,17,3.78,2.47,2.87,2.85,1.55,1.47,NA,NA,NA,NA,1.94,1.58,1.49,1.84,13.4,12.96,13.49,7.99,7.47,5.66,11.69,11.38,10.7,7.19,7.78,6.12,2.87,3.13,2.35,NO,YES,NA,NA
YAM_283,Y_283,Pineda Yam,283,Yes,No,,Not present,E. grandiflora,g. hoja.peque,E. grandiflora,ver especimen si disponible,-74.26917,4.19639,3843,NA,NA,NA,2.066,2.177,2.065,66,69,70,1.3,1.2,1.5,1,1,NA,11,12,11,3,2,4,4.2,2.5,2.2,NA,NA,NA,NA,1.5,1.54,1.33,2.08,9.86,10.99,10.16,3.56,2.89,3.99,8.08,8.46,7.43,6.06,5.82,5.64,1.4,1.36,1.49,NO,NA,NA,NA
YAM_284,Y_284,Pineda Yam,284,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26917,4.19639,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_285,Y_285,Pineda Yam,285,Yes,No,,Not present,E. grandiflora,g. hoja.peque,E. grandiflora,ver especimen si disponible,-74.26917,4.19639,3843,22.292,22.413,20.481,2.889,2.889,2.953,59,63,69,2,2.1,2.4,1,1,NA,7,7,7,2.97,3.33,2.78,2.93,2.8,2.31,2.69,2.47,2.54,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_286,Y_286,Pineda Yam,286,No,Yes,,Not present,Seedling,Seedling,E. sp.,NA,-74.26917,4.19639,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_287,Y_287,Pineda Yam,287,No,No,,2,E. grandiflora,grandiflora.2B,grandiflora.2B,,-74.26355,4.19561,3790,26.815,27.572,26.555,3.751,3.669,3.591,84,82,94,1.7,1.8,1.8,2,2,NA,15,15,19,1.39,3.53,1.13,1.34,2.57,2.41,NA,NA,NA,NA,2.06,1.79,1.7,1.8,12.51,12.28,11.22,6.48,7.24,7.21,8.66,8.57,8.09,6.68,5.6,5.94,1.54,1.31,1.6,NO,NA,NA,NA
YAM_288,Y_288,Pineda Yam,288,No,No,,2,E. grandiflora,Hy_E. grandiflora x E. killipii,Hy_E. grandiflora x E. killipii,,-74.26295,4.19551,3779,30.265,29.013,29.944,3.715,3.129,2.915,64,65,69,2.2,2.2,2.2,2,2,NA,10,11,12,6.04,2.56,4.02,3.9,2.23,2.55,NA,NA,NA,NA,2.09,2.08,2.01,2.21,18.89,22.21,21.7,12.99,12.89,11.27,12.15,11.5,11.17,7.37,7.5,7.84,2.15,2.39,2.34,NO,NA,NA,NA
YAM_289,Y_289,Pineda Yam,289,No,No,,Not present,NotFound,cf E. killipi,cf E. killipi,,-74.26325,4.19554,3784,34.901,32.972,32.909,3.552,3.729,3.72,56,63,59,3.1,3.1,2.7,0,0,NA,5,3,3,9.5,8,7.5,6.5,6,6.5,2.84,2.37,2.82,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_290,Y_290,Pineda Yam,290,Yes,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26645,4.21575,3612,37.046,40.077,40.602,4.608,5.337,5.755,98,98,78,2.1,2.5,1.6,1,1,NA,24,25,16,1.14,2.04,1.08,1.07,1.83,1.62,1.85,2.16,1.93,2.24,1.97,1.37,1.77,1.25,13.27,14,10.6,6.05,8.51,5,12.7,14.4,13.2,6.77,5.35,5.74,4.85,4.82,3.74,NO,NA,NA,NA
YAM_291,Y_291,Pineda Yam,291,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26645,4.21575,3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_292,Y_292,Pineda Yam,292,Yes,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23093,4.20561,3784,31.948,28.575,34.01,4.31,4.311,4.591,81,88,74,2.9,1.8,1.8,1,1,NA,19,14,18,4.13,2.7,3.21,3.1,2.25,1.98,NA,NA,NA,NA,2.06,1.95,1.34,1.42,13.12,12.55,11.43,4.98,3.97,3.86,11.53,10.43,10.23,6.06,6.2,5.79,0.82,0.98,0.81,NO,NA,NA,NA
YAM_293,Y_293,Pineda Yam,293,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23093,4.20561,3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_294,Y_294,Pineda Yam,294,No,No,,2,E. grandiflora,E. grandiflora,E. grandiflora,,-74.23469,4.20434,3924,23.602,24.582,26.036,2.995,2.924,2.994,57,53,54,1.5,2.1,1.8,2,2,NA,5,7,9,2,1.9,2.21,2.46,0.78,0.73,NA,NA,NA,NA,2.05,2.07,1.77,1.76,13.31,15.04,14.84,7.05,7.99,7.03,12,13.45,12.38,5.46,5.74,6.06,1.46,1.35,1.32,NO,NA,NA,NA
YAM_295,Y_295,Pineda Yam,295,No,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,,-74.23512,4.20227,3925,25.604,23.743,25.897,4.085,4.549,5.705,74,72,74,1.5,2.6,2,1,2,NA,13,13,11,2.07,2.84,1.43,1.49,2.93,2.18,NA,NA,NA,NA,2,2.2,2,2.5,14.96,14.76,15.56,5.77,4.09,9.07,12.74,11.93,13.91,6.11,6.23,7.47,3.68,4.18,4.95,NO,NA,NA,NA
YAM_296,Y_296,Pineda Yam,296,Yes,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.2355,4.20116,3931,25.863,25.576,26.134,5.244,5.247,5.962,57,56,NA,1.9,2.1,NA,2,2,NA,7,7,NA,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.6,1.88,NA,17.3,15.8,12.89,10.22,8.45,6.44,13,12.25,13.11,5.65,6.06,6.72,4.83,5.5,5.38,NO,NA,NA,NA
YAM_297,Y_297,Pineda Yam,297,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.2355,4.20116,3931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_298,Y_298,Pineda Yam,298,Yes,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23619,4.19973,3902,29.006,29.124,28.972,5.453,5.341,5.367,55,59,58,2.8,2.8,2.9,1,2,NA,11,7,9,2.06,2.7,1.38,1.43,1.89,1.94,NA,NA,NA,NA,2.1,2.12,2.01,1.83,16.76,21.13,14.5,14.46,14.83,21.56,10.3,8.69,9,6.48,6.19,6.15,3.53,3.71,4.18,NO,NA,NA,NA
YAM_299,Y_299,Pineda Yam,299,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23619,4.19973,3902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_300,Y_300,Pineda Yam,300,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23764,4.19453,3853,29.849,31.409,29.868,3.833,3.73,4.144,75,79,73,2.1,2.1,1.8,1,1,NA,11,11,13,2.11,1.21,0.89,NA,0.5,1.43,NA,NA,NA,NA,1.49,1.81,1.73,1.77,11.78,11.27,10.39,NA,NA,NA,11.88,12.24,10.58,6.27,6.11,5.69,2.07,1.52,1.53,NO,NA,NA,NA
YAM_301,Y_301,Pineda Yam,301,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.23764,4.19453,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_302,Y_302,Pineda Yam,302,No,No,,Not present,E. summapacis,E. summapacis,E. summapacis,,-74.23872,4.19767,3880,35.418,33.656,36.624,4.69,4.462,4.794,74,77,77,3.7,3.1,3.9,0,0,NA,3,3,3,22,21,16,17.5,11,11.2,4.52,4.18,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_303,Y_303,Pineda Yam,303,No,No,,4,NotFound,Hy_E. grandiflora x E. killipii,Hy_E. grandiflora x E. killipii,,-74.23816,4.19772,3979,34.531,38.102,34.615,5.118,5.218,4.697,59,64,53,3.5,2.5,2.5,1,1,NA,6,7,4,8.67,19,6.13,6.48,13,12.9,NA,NA,NA,NA,2.47,2.87,1.87,2.41,15.73,17.13,14.96,8.46,14.12,11.8,11.07,11.7,11.08,7.31,8.57,7.51,1.87,1.87,1.81,NO,NA,NA,NA
YAM_304,Y_304,Pineda Yam,304,Yes,No,,2,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.25113,4.19473,3755,35.119,34.146,34.882,3.836,3.666,3.496,84,83,86,2.8,2.6,2.8,2,2,NA,15,15,18,3.13,4.93,2.11,2.27,3.67,3.69,NA,NA,NA,NA,2.31,1.94,2.21,1.99,16.26,14.92,11.14,7.72,7.02,9.32,8.68,7.17,8.24,6.68,5.03,5.84,1.93,1.34,1.44,NO,NA,NA,NA
YAM_305,Y_305,Pineda Yam,305,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.25113,4.19473,3755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_306,Y_306,Pineda Yam,306,Yes,No,,2,E. grandiflora,grandiflora.3B,E. grandiflora,ver especimen si disponible,-74.26306,4.18392,3688,30.288,30.619,29.697,3.601,3.233,3.601,113,111,107,1.9,2.4,1.8,3,4,NA,11,13,12,4.3,2.13,2.99,2.71,1.45,1.2,NA,NA,NA,NA,1.97,1.22,1.63,1.62,16.7,16.85,15.63,5.69,4.43,6.48,8.3,9.87,9.54,5.97,5.6,5.79,1.47,1.94,1.47,NO,NA,NA,NA
YAM_307,Y_307,Pineda Yam,307,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26306,4.18392,3688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_308,Y_308,Pineda Yam,308,Yes,No,,2,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26581,4.18251,3675,21.787,21.479,22.389,2.88,2.648,3.254,56,58,NA,1.6,1.7,NA,2,3,NA,11,10,NA,1.22,2.36,0.8,0.8,1.93,1.5,NA,NA,NA,NA,1.93,1.9,1.54,1.65,14.51,13.16,13.2,6.85,8.14,5.27,8.55,7.94,8.59,6.48,6.34,6.34,2.6,1.79,2.04,NO,NA,NA,NA
YAM_309,Y_309,Pineda Yam,309,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26581,4.18251,3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_310,Y_310,Pineda Yam,310,Yes,No,,2,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.27023,4.17782,3674,31.622,28.93,30.939,3.899,3.163,4.541,79,75,75,2.2,2.5,2.6,2,3,NA,13,25,25,2.54,4.81,1.63,1.7,3.16,3.5,NA,NA,NA,NA,1.87,1.65,1.65,1.84,11.17,9.46,10.59,5.33,7.03,6.8,8.58,8.2,9.84,5.86,5.85,5.82,1.92,1.95,2.14,NO,NA,NA,NA
YAM_311,Y_311,Pineda Yam,311,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.27023,4.17782,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_312,Y_312,Pineda Yam,312,Yes,No,,6,E. cabrerensis,E. cabrerensis,E. cabrerensis,NA,-74.27858,4.18143,3622,35.35,34.566,35.182,3.98,3.904,4.19,74,71,75,1.7,1.7,1.7,0,0,NA,14,13,15,2.14,3.57,1.41,1.77,2.91,4.24,NA,NA,NA,NA,1.67,1.6,1.46,1.49,14.77,15.63,15.95,8.12,7.7,8.44,9.63,10.63,11.09,7.18,5.86,6.15,6.13,1.62,2.19,NO,NA,NA,NA
YAM_313,Y_313,Pineda Yam,313,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.27858,4.18143,3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_314,Y_314,Pineda Yam,314,No,No,,9,Espeletiopsis,Espeletiopsis,Espeletiopsis,,-74.27807,4.18219,3641,21.225,19.628,18.289,3.033,3.104,2.96,41,NA,NA,3.7,NA,NA,0,0,NA,31,NA,NA,2.89,NA,2.12,2.08,NA,NA,NA,NA,NA,NA,1.7,1.65,1.86,NA,10.7,10.99,11.69,7.29,4.66,2.81,9.93,10.85,10.2,6.66,6.23,7.03,2.01,1.99,1.92,NO,NA,NA,NA
YAM_315,Y_315,Pineda Yam,315,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26775,4.23526,3282,NA,NA,NA,NA,NA,NA,105,110,101,1.6,1.9,2.1,3,3,NA,20,20,18,2.54,2.48,1.54,2.36,2.39,2.43,2,1.6,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_316,Y_316,Pineda Yam,316,No,No,,5,Espeletiopsis,Espeletiopsis,Espeletiopsis,,-74.33895,3.8651,3657,25.5,17,11,1.8,1.3,1.8,67,55,52,1.7,1.4,1.4,3,7,NA,23,29,NA,2.73,2.18,2.12,1.97,1.93,1.88,NA,NA,NA,NA,1.53,1.3,1.49,1.36,9.69,8.79,9.6,3.43,4.55,3.43,7.34,8.44,8.04,5.33,5.36,5.25,4.44,4.08,3.48,NO,NA,NA,NA
YAM_317,Y_317,Pineda Yam,317,Yes,No,,Not present,NotFound,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.43806,3.83695,3628,36.734,35.977,41.085,6.559,6.895,6.216,70,69,65,2.9,2.4,2.4,0,0,NA,27,18,21,1.23,3.55,1.21,1.01,3.28,2.06,1.73,1.7,2.26,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,YES,NA,NA
YAM_318,Y_318,Pineda Yam,318,No,Yes,,Not present,NotFound,H.delgada,complejo_sin_bracteas,NA,-74.43806,3.83695,3628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_319,Y_319,Pineda Yam,319,No,No,,Not present,sp,sp,sp,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_320,Y_320,Pineda Yam,320,No,No,,Not present,sp,sp,sp,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_321,Y_321,Pineda Yam,321,Yes,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.26249,4.18777,3733,30.415,27.489,28.847,4.481,4.391,5.944,96,90,86,2.8,2.2,2.4,1,2,NA,20,20,18,2.4,3.02,2.13,2.47,2.22,2.1,NA,NA,NA,NA,1.62,1.93,2.06,1.81,18.87,15.07,11.74,7.44,4.79,4.78,10.07,11.63,11.11,9.2,8.71,7.88,7.4,6.46,6.34,NO,NA,NA,NA
YAM_322,Y_322,Pineda Yam,322,Yes,No,,Not present,E. grandiflora,grandiflora.3B,E. grandiflora,ver especimen si disponible,-74.26249,4.18777,3733,34.834,34.724,34.475,5.096,5.605,5.231,86,85,76,3.3,3.4,3.4,3,3,NA,15,15,22,2.06,NA,1.77,2,NA,NA,2.33,2.07,1.45,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_323,Y_323,Pineda Yam,323,Yes,No,,4,E. grandiflora,g. hoja.peque,E. grandiflora,ver especimen si disponible,-74.26249,4.18777,3733,22.009,20.871,22.441,3.284,2.843,3.109,52,49,51,1.7,2,2,1,1,NA,14,11,14,2,0.86,2.5,1.8,1.01,0.7,NA,NA,NA,NA,1.86,1.45,1.79,0.87,10.55,11.83,10.58,9.07,6.25,7.03,10.45,9.75,10.33,6.46,5.93,5.72,1.89,1.5,1.7,NO,NA,NA,NA
YAM_324,Y_324,Pineda Yam,324,No,Yes,,Not present,sp,grandiflora.2B,E. grandiflora,NA,-74.26249,4.18777,3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_325,Y_325,Pineda Yam,325,Yes,No,,4,NotFound,Hy_E. grandiflora x E. killipii,E. grandiflora,ver especimen si disponible,-74.26916,4.19048,3788,32.433,33.092,34.296,4.543,4.651,5.016,46,56,48,2.4,2.6,2.4,1,1,NA,6,7,6,1.9,2.63,2.63,NA,1.53,1.14,NA,NA,NA,NA,1.45,1.76,2.27,2.53,22.04,24.15,19.9,12.28,11.64,12.4,12.22,14.19,14.32,7.66,7.17,8.21,3.28,2.18,2.76,NO,YES,NA,NA
